gene_name	Coordinates
CDH12P3	5:70132678-70132973
CSPG4BP	5:54808210-54872551
ARL5AP3	1:68049359-68049745
GOLGA5P1	5:39169209-39170335
RPS15AP7	1:62190521-62190926
LINC01165	10:132520826-132522449
LINC02625	10:61781744-61821246
KRT18P42	5:109588337-109589592
RPL7P28	6:109327174-109327914
GAPDHP73	6:135619164-135620171
IGBP1P5	4:27585144-27586144
DDX3P3	4:103572088-103574082
TRBV6-2	7:142349151-142349664
HNRNPA1P56	4:77987859-77988813
MAST4-IT1	5:66662330-66662988
NCR1	19:54906147-54916140
GAPDHP51	1:51707137-51708137
LINC01738	1:47688462-47704029
PATJ-DT	1:61741998-61742424
LINC02791	1:69215834-69249477
CYP4A43P	1:46994381-46994502
MTND5P5	4:101972422-101972798
ALG1L3P	4:9703753-9710812
HNRNPD-DT	4:82374301-82384027
C10orf95-AS1	10:102449816-102461106
TMSB4XP4	9:128342152-128342770
SIGLEC31P	19:56589494-56590281
MRPS35P2	5:98402541-98402732
SERBP1P3	3:53064282-53065091
RPS26P21	3:119298664-119299012
RPL23AP58	10:102572756-102573225
RNU6-43P	10:102591523-102591630
EIF4BP2	10:21028998-21030792
NPM1P30	10:21110681-21113388
LUZP4P1	10:21247751-21248095
RNU6-15P	10:21321960-21322067
SUCLG2P2	12:94548240-94549536
HMGN1P15	5:115289035-115289330
EEF1B2P4	12:106901282-106901984
H3P18	5:17511832-17512238
MTND3P6	3:106896482-106896821
RPL9P21	10:44414648-44415153
MTCO2P29	3:120722457-120722646
MRPL42P3	6:144136449-144136775
DHFRP6	6:56276528-56276796
PPIAP64	2:68125264-68125747
RPSAP56	16:73940639-73941781
UBE2FP2	16:63180609-63181071
DUXAP11	16:59655601-59656336
RNU6-740P	10:90922730-90922835
DDX18P6	10:91053050-91055047
RPL35AP24	10:49909612-49909942
RNA5SP317	10:49979664-49979780
SLC9A3P3	10:50025134-50027363
OR7E66P	3:75347832-75348787
BZW1P2	3:116645901-116646727
FCF1P5	6:111353701-111354183
MTCYBP22	5:100045927-100046374
PPIAP15	3:109471328-109471812
EEF1A1P9	4:105484697-105486080
MTND1P35	11:89908539-89909047
KRT18P59	11:125113160-125126781
RPS27P20	11:129537868-129538114
RNA5SP493	22:21792433-21792524
ST13P16	6:87444394-87445175
LINC01218	4:100812254-100814280
KRT19P6	4:91885045-91885254
AK6P1	12:34249480-34249958
ELOBP3	2:48780601-48780895
OR4K16P	14:19954489-19957996
OR4U1P	14:20043915-20044827
RNA5SP380	14:20090129-20090227
OR4T1P	14:20093352-20094263
PSMB7P1	14:20149231-20149745
GTF2IP22	14:20173631-20173813
OR11G1P	14:20179188-20180156
OR11P1P	14:20183924-20184298
OR11H5P	14:20204605-20210498
VPS26AP1	3:113919221-113920200
MRPS31P1	3:41189040-41189236
HSPE1P10	5:126737437-126737995
LINC02576	2:65030726-65053017
CBX3P3	5:112777629-112778161
TMEM251P1	5:91030989-91031307
LINC02216	5:118575574-118581324
ELOCP18	1:68375326-68375663
BCL9P1	5:67636381-67638942
BMPR1AP1	6:129157522-129159120
SLC9A3P1	10:50150602-50152287
DYNC1I2P1	10:50264977-50266815
LINC02621	10:62289520-62304033
RN7SL591P	10:62350005-62350297
RPS15AP36	19:58216179-58216561
FNDC1-IT1	6:159240785-159243329
TPT1P11	2:48632855-48633353
PPIAP89	X:100800302-100800784
RAD21P1	X:100801188-100803060
SPIN2P1	X:57068914-57069685
TUBB4BP7	6:152898046-152899280
RNU6-935P	X:50649640-50649740
ALDH7A1P4	10:62741207-62741385
LINC02666	10:129784982-129806971
RPS7P4	1:68242473-68243055
SPRING1P2	X:130645723-130646325
RPL21P16	10:120354700-120355183
IGLVI-70	22:22026075-22026593
IGLV4-69	22:22030933-22031472
IGLVI-68	22:22032744-22033194
IGLV10-54	22:22038642-22215270
IGLV10-67	22:22043617-22043942
IGLVIV-66-1	22:22058432-22058892
IGLVV-66	22:22061076-22061538
IGLVIV-65	22:22070224-22070707
IGLVIV-64	22:22075365-22075666
IGLVI-63	22:22079769-22080263
IGLV1-62	22:22086560-22087110
IGLV8-61	22:22098699-22099212
ABHD17AP5	22:22114843-22118005
MTND1P21	10:20804292-20804577
IGLV4-60	22:22162198-22162681
RNMTL1P1	10:21394032-21394592
SOCS2P2	22:22170982-22171556
IGLVIV-59	22:22179227-22179477
IGLVV-58	22:22182581-22182885
BMP6P1	22:22185940-22186619
IGLV6-57	22:22195798-22196276
IFITM3P9	2:60682872-60683244
IGLVI-56	22:22198559-22199011
IGLV11-55	22:22201662-22202161
IGLVIV-53	22:22219646-22220133
TOP3BP1	22:22223186-22224566
RNU6-306P	10:21564470-21564577
ZFP1	16:75148493-75172236
OR7E130P	3:125703348-125704312
IGLV5-52	22:22318726-22319226
IGLV1-51	22:22322471-22322969
IGLV1-50	22:22327299-22327814
ASH2LP3	22:22339572-22341214
IGLV9-49	22:22343186-22343732
IGLV5-48	22:22352939-22353433
IGLV1-47	22:22357738-22358260
ASH2LP2	22:22366209-22367770
IGLV7-46	22:22369613-22370087
IGLV5-45	22:22375985-22376505
IGLV1-44	22:22380765-22381347
IGLV7-43	22:22395017-22395489
IGLVI-42	22:22397031-22397524
IGLVVII-41-1	22:22398848-22398999
IGLV1-41	22:22404206-22404721
IGLV1-40	22:22409765-22410282
ASH2LP1	22:22420325-22421310
IGLVI-38	22:22425820-22426314
IGLV5-37	22:22427539-22428035
IGLV1-36	22:22431957-22432465
IGLV7-35	22:22450201-22450652
PPP1R1AP1	11:75911203-75911628
PHBP16	11:94055022-94055972
RN7SL191P	X:131134085-131134390
TCP11X3P	X:102173099-102185021
NLRP7	19:54923508-54966312
HIGD1AP11	1:53073109-53073389
ERHP1	7:139534239-139534549
HSPA8P14	12:111381866-111385638
KRT8P19	12:61879317-61880772
MTND4LP31	4:64610615-64610909
LINC02503	4:103961615-104037543
DYNLL1P6	4:100041840-100042104
H3P14	4:112564987-112565398
PGAM4P2	4:115764098-115764819
SHROOM3-AS1	4:76708853-76802426
RPSAP42	6:137995269-137996147
RPS3AP23	6:141635649-141636503
KATNBL1P4	5:51930807-51932036
RPL27AP5	5:74990188-74990637
MTND5P32	15:58152605-58154407
ODF2-AS1	9:128468956-128473012
HMGB1P28	4:41842153-41843950
GLULP4	9:34917174-34918296
CTHRC1P1	X:79177199-79177668
YWHAZP6	9:34922183-34922921
VN2R10P	16:77220405-77221258
ASS1P9	5:53859165-53860401
BTF3P1	8:51721669-51722164
SYF2P2	9:35010702-35011285
ADAM2	8:39743734-39838289
RNU6-984P	9:109196200-109196309
RPL21P131	19:33589205-33589688
SIGLEC20P	19:51184904-51190809
CEACAMP5	19:42654199-42669076
H4P1	7:130823204-130823511
RPL10P7	3:119635525-119636150
MTCO3P35	3:106896890-106897671
PPP1R2P6	7:140292751-140293339
DUX4L26	3:75668930-75670185
RPL21P30	2:54029551-54030682
HSPE1P22	9:92027497-92027824
MTATP6P29	9:92108857-92108989
MTCO3P29	9:92109012-92110095
TRBV7-2	7:142352818-142353358
MTND3P23	9:92110167-92110514
MTND4LP7	9:92110574-92110868
MTND4P15	9:92110864-92111897
NMD3P1	7:63908965-63910453
BEND3P2	9:92171240-92173494
FBXO17	19:38941400-38975742
RPS17	15:82536749-82540459
ZNF619P1	7:46144936-46145688
MTND3P19	5:100050718-100051063
ZNF444P1	15:58865005-58865303
TMPOP2	16:74667505-74668706
NDUFB8P2	17:59885014-59885552
RNU5F-7P	X:15916188-15916303
LINC02151	11:116496898-116500630
SETP15	X:15917547-15918631
ACTN4P1	4:116598160-116599611
GZMAP1	5:55073014-55096553
RNA5SP382	14:20414986-20415098
TRIM36-IT1	5:115148763-115149644
RPL13P2	20:46099517-46100176
HDGFL3P1	X:55054945-55055838
MSNP1	5:25909502-25911234
NDUFA3P1	19:44297103-44297355
RPS10P28	19:42670004-42670816
SIGLEC21P	19:51198854-51201449
NPM1P52	8:103016743-103017589
FAM90A14P	8:7715442-7718453
REXO1L9P	8:85762908-85766931
RPL30P10	8:57392545-57392882
MRPS33P3	4:115142981-115143303
TRMT112P1	4:116378918-116379269
MTCO1P52	X:55178206-55178737
MTND2P24	X:55179193-55179999
MTND1P30	X:55180376-55181277
TRBV16	7:142598015-142598469
RPL10P11	7:80096599-80097215
LINC02577	7:106774954-106838480
IGKV7-3	2:88915080-88915378
TRBV24-1	7:142656700-142657213
SMIM7P1	2:35219376-35219604
CEACAMP10	19:43211790-43248646
TRBV9	7:142391890-142392412
SKP1P1	7:66423404-66423893
CCDC15-DT	11:124949204-124954044
PAICSP6	7:143782666-143784284
TRBV8-1	7:142358638-142358917
TRBV19	7:142618848-142619532
SIGLEC22P	19:51211079-51212088
PIMREGP2	4:105526595-105527397
NDUFS5P5	4:118400513-118400834
RPS26P6	8:100895770-100896118
RPL5P30	11:118560689-118561580
LINC02840	6:152754902-152875991
RPL31P47	11:123051160-123051401
THAP5P1	7:158623187-158623449
RCC2P3	7:138122201-138124595
WEE2	7:141708352-141731271
MAN2A1-DT	5:109687802-109688329
RPS2P45	16:69033674-69036042
LINC01228	16:79798049-79827150
PCBP2P3	5:91843686-91844529
RPSAP37	5:125966776-125968085
DPP6	7:153887096-154894285
RPEP1	5:65251126-65251784
MTCO2P24	5:98409674-98410100
RARRES2P6	16:35255191-35255633
RPL23AP62	11:112461467-112461920
PTCD2P1	14:20524286-20525422
SETP1	14:20528114-20528959
RPA3P2	6:53378503-53378861
FKBP1C	6:63211445-63213024
FAM187B2P	19:35232290-35233003
PIGPP2	1:62189130-62189953
MTND1P6	8:33014080-33015026
RPL26P26	8:58113188-58113622
SUMO2P18	8:97858048-97858947
NASPP1	8:60937705-60939871
SDCBPP2	8:69942947-69944648
SLC47A1P1	17:19579942-19596058
EGILA	14:20693479-20707120
RANBP20P	14:20720741-20723127
EDDM3DP	14:20734577-20735011
SLC9C1	3:112140897-112294227
H3P42	17:60315833-60316215
GDI2P2	1:72274551-72275159
CYP46A4P	1:48089367-48089634
MRPS21P1	1:65092391-65092614
NDUFAF2P2	11:130285022-130285833
FTH1P26	6:133676728-133677429
FABP12P1	6:149304106-149304428
RN7SL189P	14:20963578-20963867
ACTR3BP4	4:102961955-102963327
SETP20	4:109553242-109554094
RPSAP29	3:110682285-110683154
RAD51AP1P1	3:136899075-136900076
MTND6P7	2:82817537-82818061
DNMT3AP1	2:66820684-66822570
HMGN2P20	2:24330401-24330674
EEF1B2P6	7:131661951-131662624
COPS8P2	3:68145003-68145630
MAP3K4-AS1	6:160990318-160992342
LINC02847	8:48597457-48621018
OR7E93P	3:125724538-125725445
RPS12P15	8:102503752-102504137
RNFT1P2	1:78170480-78171237
RPL23AP68	12:87169984-87170429
ADH5P2	1:79521079-79522203
HSPA8P9	3:137880294-137882237
TXNP2	1:68514374-68514669
CEACAMP11	19:43278932-43284318
PPIAP59	19:50927078-50927571
RPL31P41	8:65155406-65155778
MOB4P2	11:86821143-86821728
RPL9P32	19:29956368-29956988
CEACAMP4	19:43303170-43304523
FAM177A1P1	4:98955981-98956767
CKAP2P1	14:21110294-21113472
RNU6-252P	14:21113638-21113745
KLHL2P1	4:119334328-119378233
RNU6-946P	10:26790539-26790646
FKBP4P1	4:118193404-118194751
SMARCE1P3	14:21162512-21163743
TUBB4BP5	4:121451540-121451967
RNU6-490P	10:27088320-27088427
ARID3BP1	1:81501793-81503468
TIMMDC1-DT	3:119497678-119498181
SETP16	11:118833845-118834556
TTC39CP1	4:116193996-116194751
RNU2-24P	10:27193357-27193500
RNU7-12P	10:27232254-27232316
KRT8P21	1:73104791-73106282
RPL7AP8	10:86630824-86631628
NDUFS5P1	6:136475861-136476150
HMGB3P26	14:103364238-103364820
DDX18P5	11:130295640-130296946
RPSAP5	14:103374032-103374916
RPL10AP1	14:103412118-103412761
PPP1R14BP5	6:126257920-126258355
NPM1P36	6:55939789-55940624
NACAP7	6:89422098-89423048
OR7E46P	2:71037684-71038703
RARRES2P7	16:35414278-35414747
RPAP2P1	10:86854695-86856236
RCC2P8	4:108788744-108789779
RPSAP35	4:117413461-117414279
BAK1P2	11:130546798-130547429
PHBP17	11:123340173-123340714
OPCML-IT2	11:132859244-132860077
RNU7-160P	14:103550344-103550406
RNU6-1274P	10:96743166-96743273
HMGN2P35	10:96915632-96915902
LINC02193	16:90173216-90222851
CSNK1A1P3	5:98833381-98833711
LINC02457	12:116482072-116521047
PNRC1-DT	6:89080164-89080667
RPL7P29	6:86970465-86971193
CYCSP55	6:34219438-34220066
RBMXP4	4:109346325-109347459
RPL37P25	5:54399438-54400033
CCT7P2	5:92889386-92890840
SEPTIN7P10	5:119126782-119128444
CDH12P4	5:71132992-71133287
GTF3C6P3	7:29551521-29552151
LTV1P1	4:120091045-120092282
RPSAP48	8:110105075-110105964
KRT18P21	4:115920706-115921978
DNAJA2-DT	16:46973989-46978983
MIX23	3:122359591-122383231
NT5C3AP1	4:117574511-117576174
TMPRSS11CP	4:67766479-67773854
RPL23AP94	4:112530370-112530672
IFITM3P1	4:66094141-66094526
CICP16	4:118635969-118638782
NPM1P23	3:24096511-24097360
RPL31P12	1:72301471-72301829
LINC02796	1:72765030-72791282
NDUFS5P3	1:52709121-52709442
MTND4P3	7:68266318-68266859
TRBV5-2	7:142372639-142372912
CAPZA1P5	7:143979120-143980225
MRPL42P4	7:47026127-47026570
RN7SL22P	9:35671775-35672044
PCNPP1	12:111669851-111670362
MTCYBP36	6:94446739-94447179
RPL32P16	6:151099529-151099933
BTF3P10	6:149977921-149978416
KRT19P1	6:71584720-71585906
MEMO1P2	6:134897874-134898759
PPIAP85	8:58503587-58504068
LINC02442	12:67571196-67589987
GGTA2P	12:67265841-67266966
OR10U1P	12:55193881-55194786
CEACAMP6	19:42781205-42786595
MTND1P5	8:103085650-103086590
RN7SL445P	10:5631462-5631755
NRBF2P4	8:107983115-107983965
LGALSL-DT	2:64395219-64453967
RN7SL266P	X:112855873-112856162
CDH12P1	5:70860284-70860579
DSTNP4	3:39214198-39214672
RFKP2	3:112030930-112031649
CABYRP1	3:54047748-54048793
NPM1P17	3:137723773-137724543
OR7E22P	3:75356436-75362268
LINC02047	3:73999804-74005609
KMT5AP2	2:91747940-91748986
MTATP8P2	2:87824941-87825143
NRBF2P5	10:5776070-5776858
RPL12P28	10:5861804-5862594
DRD5P1	2:91684446-91685884
RPL37P10	2:83594955-83595243
RPL12P18	2:84874695-84875020
LYARP1	2:82268426-82269927
LINC01293	2:74940257-74942670
RPL12P19	2:44270620-44271106
HMGB1P31	2:54051333-54051760
PGBD4P5	2:88922327-88922753
RNA5SP323	10:93510547-93510680
ATF4P1	X:154622427-154623500
IKBKGP1	X:154639977-154648275
OR3B1P	X:154658740-154659643
PNKDP1	X:131803311-131803741
RNA5SP514	X:131938845-131938956
NPIPA2	16:14748065-14765413
MIR583HG	5:96050114-96215519
BMS1P23	2:94195806-94208379
CFL1P3	1:63843195-63843685
LINC02706	11:134712538-134716250
LINC02797	1:72793103-72854475
SNRPGP18	12:116169044-116169258
GNPATP	16:60654234-60656649
COX6CP13	1:65298754-65298980
MTND5P34	16:55007981-55008306
RN7SL850P	16:4633590-4633881
RN7SL219P	16:2013180-2013476
TXN2P1	1:84085740-84086233
RNU7-125P	16:14643787-14643849
RN7SL274P	16:14601822-14602094
RNU4-46P	16:19498609-19498747
RN7SL557P	16:25185252-25185538
RNU6-159P	16:27863250-27863356
RNU6-1241P	16:27998294-27998401
RN7SKP127	16:29731050-29731404
RNU6-1340P	16:19012156-19012263
RNA5SP405	16:26028911-26029025
RNA5SP409	16:35735624-35735733
RNA5SP406	16:35734392-35734504
RNU6-257P	16:48731703-48731801
RNA5SP408	16:35735371-35735471
RNA5SP410	16:35745988-35746094
COX6B1P7	1:68282387-68282622
RNU6-845P	16:46556088-46556191
RNA5SP413	16:35747031-35747140
RNA5SP415	16:35750060-35750175
RNA5SP416	16:35751573-35751684
RNA5SP417	16:35751827-35751935
RPL21P24	1:47497893-47498341
RNA5SP418	16:35752825-35752942
SUCLA2P2	2:76106015-76107324
RNA5SP419	16:35753795-35753930
RNA5SP420	16:35754045-35754182
RNA5SP421	16:35754554-35754688
RNA5SP422	16:35754922-35755033
RNA5SP423	16:35755176-35755285
RNA5SP411	16:35746522-35746636
RNA5SP425	16:47505431-47505543
RNA5SP412	16:35746771-35746894
RNA5SP414	16:35748519-35748655
RNA5-8SP2	16:34162958-34163110
RNA5SP407	16:35734638-35734748
RN7SL841P	16:55291378-55291675
RN7SKP142	16:51671235-51671563
RNU4-58P	16:59540125-59540266
RNU6-21P	16:62187539-62187646
RNA5SP428	16:66301808-66301940
RN7SKP76	16:61743153-61743476
RNU7-90P	16:72673502-72673564
RNU7-71P	16:72821932-72821992
RNU6-22P	16:69175670-69175777
RNA5SP430	16:75861047-75861157
RNU6-758P	16:75286711-75286800
RN7SKP233	16:76287629-76287739
RNA5SP433	16:84262814-84262928
RNU6-898P	16:69007051-69007155
RN7SL134P	16:82844454-82844757
RN7SKP190	16:82192504-82192790
RN7SKP176	16:81961925-81962243
RN7SL381P	16:85659377-85659675
RNU1-103P	16:85781774-85781899
RNU6-237P	16:74456540-74456611
RPL26P13	2:60711483-60711920
RPL30P12	12:106910756-106911109
AGKP2	X:132130091-132131352
SUMO2P20	8:69987414-69987697
LSM3P3	2:85102388-85102694
RPF2P2	4:115628811-115629707
UGT2B25P	4:69389491-69402081
RAB11AP1	10:93881292-93881938
RPSAP7	10:14723170-14724055
CTBP2P8	1:68161760-68163090
PRKACB-DT	1:84076331-84077931
RNU4-68P	14:103567404-103567545
ATP6V0E1P4	1:47550195-47550753
KRT18P45	5:80288448-80289781
TLE1P1	X:65408083-65408672
OR13E1P	9:35859054-35859980
LINC02161	5:89581208-89677701
NDUFA5P4	9:35874809-35875194
MTND6P22	5:100046449-100046970
SUV39H2-DT	10:14877688-14878686
PGAM1P2	9:35943209-35943934
YBX1P10	9:35971343-35972318
LNCARSR	9:79505803-79567802
IGKV3OR2-5	2:97348898-97349179
CHCHD2P9	9:79391303-79391759
EVA1A-AS	2:75524068-75542706
ANKRD11P1	2:81194337-81201184
RPS15AP29	10:103125016-103125416
MARCKSL1P1	10:103175553-103176094
ST13P13	10:103215708-103216800
MTCO3P31	6:153667317-153668106
RPL32P24	11:83213005-83213404
MTND4LP30	5:134928029-134928326
RNU4-26P	9:20418320-20418427
RNU11-3P	10:103312435-103312568
AP1M2P1	X:65469087-65470380
PPP1R8P1	1:48325079-48326123
ATP5MK	10:103389041-103396492
TTC39DP	2:38763533-38765221
PIGAP1	12:100578744-100580197
CD177P1	19:43372741-43379123
HNRNPA1P57	2:41143779-41157555
GP6-AS1	19:55006193-55048086
LINC02300	14:28592222-28613623
EIF4A1P12	14:28593778-28593919
BTF3P2	14:28673240-28673727
LINC02281	14:28800083-28830204
COX6B1P2	17:48713729-48713959
OR7E100P	3:112524186-112525201
RPL23AP41	3:140902193-140902651
MTND2P29	1:50017091-50017503
GJA1P1	5:109051314-109052457
TAF11L14	5:17634459-17635053
TGFB3-AS1	14:75970923-75971587
RPL13P6	14:103041468-103042094
HDAC1P1	10:94137747-94139500
SPTLC1P3	6:63227484-63227743
RNU6-657P	10:94155638-94155745
ZNF8-DT	19:58257270-58278808
SUMO2P17	17:48874859-48908983
SMIM36	17:55448432-55511444
TRBV17	7:142601627-142602360
WHSC1L2P	17:43718313-43720436
TPT1P5	5:31908360-31909186
TRBV6-4	7:142380805-142381261
BANF1P5	7:107642764-107643023
TRBV4-1	7:142313183-142313666
TRBV20-1	7:142626648-142627399
H3P38	15:39951374-39951708
RPL19P1	20:2780613-2781041
NDUFB4P11	14:103139674-103141959
RPL21P12	14:103148596-103149408
GCSHP2	14:103184203-103185039
RPL21P13	14:103241491-103241972
RAP2CP1	14:103279222-103279955
MRPS36P3	8:122091479-122091609
RNU1-125P	16:3069522-3069651
RNU1-22P	16:3086142-3086300
LIX1-AS1	5:97089074-97437217
MTRNR2L6	7:142666271-142667718
SSBP1	7:141738333-141787922
DIMT1P1	3:109701455-109702218
RPL21P106	12:92168399-92168877
ARL4AP4	3:23878980-23879498
SNX5P2	12:101066734-101069232
NECTIN1-AS1	11:119709919-119713925
KRT128P	12:52630338-52634456
ZNF863P	2:52071354-52077197
LINC02279	14:94960276-94962976
LINC02822	12:90576401-90889917
SETP5	9:137640985-137641547
HAUS8P1	12:114097681-114098223
RNU6-86P	9:87998228-87998335
RPS10P3	9:88016299-88016793
ATP5MGP2	6:122859677-122859988
RPL12P25	9:477749-478423
OPCML-IT1	11:133360028-133366080
LINC02730	11:134008214-134030167
RNU6-1327P	9:558825-558930
EIF1P1	9:659985-660326
CEND1P1	14:104450978-104451433
TMEM179	14:104474677-104605647
H3P23	5:88602779-88603117
RNU6-829P	9:93375555-93375667
MTCO1P28	16:3367718-3369246
MTND1P8	16:3369956-3370906
ADAMTS7P4	15:85255368-85330334
MTCO3P23	15:58150274-58150563
OR2Q1P	7:143980904-143981820
RPL23AP47	6:170745517-170745977
DUTP1	3:125310880-125311350
SEPTIN7P5	7:63495798-63502536
UQCRFS1P2	7:138701606-138703062
GP6	19:55013704-55038264
SUMO2P19	8:102242039-102242619
EEF1A1P37	8:111225584-111227049
PDCL3P5	6:150827662-150828384
CTBP2P2	10:94646363-94647996
MTATP6P25	6:91726809-91727070
VDAC1P8	6:143490423-143506406
RPL12P23	6:170199768-170200258
NDUFS5P6	8:67849043-67849338
MTND1P7	8:46828116-46828413
TRBV21-1	7:142636923-142637384
STRADBP1	7:150512558-150513839
SLC16A1P1	7:143985141-143986651
DENND11	7:141656727-141702166
OR7E55P	3:75370447-75371342
PHBP1	6:150042545-150043353
GM2AP1	3:145684571-145685092
TPK1	7:144451940-144836395
RPL23AP74	17:61069870-61070341
IL9RP2	10:80393-86265
HMGN2P25	3:141865011-141865279
RNA5SP297	10:154830-154943
RNA5SP298	10:282014-282125
RN7SL754P	10:430238-430504
BMPR1AP2	11:121361853-121362865
TTLL7-IT1	1:83979117-83984300
CAPNS1P1	1:89394032-89394665
LINC02777	1:58882867-58931897
NPM1P12	7:149334023-149334857
MTCYBP7	2:82818130-82819264
NT5C3AP2	3:111633671-111635089
CKS1BP6	X:30617453-30617693
FTLP2	X:30630297-30630825
TRBV25-1	7:142670739-142671244
RPL7L1P3	7:75922754-75923443
RN7SL181P	9:121203158-121203435
SUMO2P15	15:40760596-40760874
ACNATP	9:101334083-101339347
TRMT112P4	9:101356465-101356844
FYTTD1P1	9:101375343-101376603
NCOR1P2	17:22061960-22070538
EEF1A1P10	7:144647185-144648575
TRBV22-1	7:142641745-142642196
TRBV18	7:142615715-142616415
IGHD4OR15-4A	15:20004796-20004815
PSMC2P1	3:132175401-132176711
PSMC1P3	7:136713870-136715188
HNRNPA3P14	1:81426455-81427605
GK-IT1	X:30671634-30672166
GK-AS1	X:30699997-30724174
TAB3-AS2	X:30854320-30854707
RNU4-22P	14:88513497-88513663
ACTG1P9	6:46204728-46207386
ATP6V0CP2	3:111478736-111478943
RPL32P9	3:150150537-150150944
ENPP7P3	3:130167789-130168030
BAAT	9:101360416-101383519
EEF1GP7	1:52573113-52573816
H2BP7	X:24632256-24632601
TRBV3-1	7:142308541-142309048
RPS29P32	6:134211449-134211527
PRKAR2B	7:107044704-107161811
H3P31	9:26880177-26880549
RN7SL100P	9:26895677-26895970
RNA5SP280	9:27198286-27198401
MED28P8	1:81557120-81557832
HNRNPA3P12	1:53974968-53976031
PGBD4P8	1:60097414-60097976
MTND2P30	1:81080789-81081171
RPL7P10	1:81098266-81099005
UBE2Q2P12	15:84491479-84500599
LINC02792	1:79325007-79346445
EEF1B2P3	X:24788391-24789069
PAFAH1B2P1	X:25029545-25030235
RN7SL91P	X:25060648-25060939
WASH6P	X:156020825-156025710
MRPL50P1	2:35724758-35725142
ANAPC1P3	2:87118533-87120980
ATP1B3-AS1	3:141918251-141919021
SNX18P14	2:94786687-94787261
RPS26P58	X:24429573-24429920
TMEM242-DT	6:157323964-157324477
ATP5MFP2	6:108907615-108907873
CRLF3P3	2:84031140-84032358
RPS2P17	2:84915868-84916660
IGKV2-4	2:88931665-88932380
GPR176-DT	15:39921041-39925880
ARF1P3	8:124151922-124152433
NIFKP8	15:85181209-85182083
ATP5MC1P8	10:76836567-76836861
SLC25A6P3	1:51709061-51709940
PSAT1P3	1:79054944-79056055
COX6CP15	10:77433571-77433782
RNA5SP321	10:77587048-77587159
CEACAMP7	19:42949502-42950387
GLIS2	16:4314760-4339597
PSMC1P1	3:68635704-68637024
WBP1P1	2:86930249-86930754
LINC02034	3:127537936-127540485
FKBP1AP4	3:149463778-149464114
HNRNPA3P6	3:75214630-75215636
SIDT1-AS1	3:113588747-113590189
RPL21P39	3:145824256-145824739
IL20RB-AS1	3:136959124-136982196
CORO7-PAM16	16:4340250-4420494
PTP4A2P2	11:134123827-134124329
HMGN1P17	5:56381780-56382075
DNAJB6P1	11:127940913-127941654
LINC02717	11:134994981-135007779
CYCSP23	8:119618161-119618474
KRT8P23	15:76979244-76980451
ATG10-AS1	5:82073054-82073702
KRT18P16	5:123636109-123637403
RBBP4P6	5:85190628-85190830
MTHFD2P2	6:87000044-87000291
NDUFA5P2	8:104566085-104566429
RUVBL1	3:128064777-128153914
RPL18P11	15:78661046-78661576
RPS10P16	8:117523270-117524061
PPP1R10P1	11:130789230-130791025
LINC02725	11:128095757-128183671
CXCL1P1	4:73944010-73944324
